effective_time,spl_id,spl_set_id,generic_name,brand_name,manufacturer_name,nda
20191216,97965bc3-da64-42ed-93ab-4ad1c217a5c3,2e88c933-89e6-4a48-be7a-dc6a36e5c8f8,"MENTHOL, METHYL SALICYLATE",Salonpas Arthritis Pain,"Hisamitsu Pharmaceutical Co., Inc.",NDA022029
20200528,a6ba6b8c-8385-28ef-e053-2a95a90ab802,b6243233-8846-4ea8-a2fa-a563e48fdc29,ARIPIPRAZOLE,ABILIFY,"PD-Rx Pharmaceuticals, Inc.",NDA021436
20200622,a8ad5400-29b1-d4da-e053-2995a90a349d,5f6565b7-3d3e-4f5b-bf92-8d9f8002a36a,MISOPROSTOL,Cytotec,"PD-Rx Pharmaceuticals, Inc.",NDA019268
20200827,ade1224a-ceca-531b-e053-2a95a90a0181,0031881b-5118-4514-846f-e57cf7cb8b67,LEVOTHYROXINE SODIUM,Levothyroxine Sodium,"PD-Rx Pharmaceuticals, Inc.",NDA021210
20201012,b17e35da-7b51-efb5-e053-2995a90ac645,23eabc18-eded-466a-9524-6d0f0e483157,OXYGEN,Oxygen,"Oxarc, Inc.",NDA205849
20201012,b17f2e5f-5469-aebd-e053-2a95a90a8119,9af1add2-0844-28cf-e053-2a95a90a8409,OXYGEN,Oxygen,Raimy Corporation,NDA205865
20201013,b1917969-a556-4968-e053-2995a90a6f81,1ec8aa75-a12c-4000-a6a2-ae42c14fff56,NITROGEN,Nitrogen,Victor Welding Supply Company,NDA205866
20181130,d9b975bd-e3f4-466e-96ca-7bef7899506d,d9b975bd-e3f4-466e-96ca-7bef7899506d,ARGATROBAN,Argatroban,AuroMedics Pharma LLC,NDA209552
20190225,dca73b42-0b9a-4261-bfb8-093e13422ba9,762b51be-1893-4cd1-9511-e645fc420d3a,NITRIC OXIDE,INOmax,INO Therapeutics,NDA020845
20190902,e2a61949-83be-4c6f-b9b4-7d2aeafb4cf0,68bbf6a0-c4b5-47c1-8a1c-08220fbdbce6,BEPOTASTINE BESILATE,Bepreve,Bausch & Lomb Incorporated,NDA022288
20200619,f21c6aa1-f067-4d99-bfab-90178628e746,1c0bbcb7-5ed6-4ee7-b297-080d3359474e,WATER,Sterile Water,ICU Medical Inc.,NDA019869
20191029,0bc637bb-cd50-9b86-a5c6-be5e000e07db,bc95972d-3db2-122a-0d1c-d7080c251445,METHENAMINE HIPPURATE,Methenamine Hippurate,Alvogen Inc.,NDA016151
20200311,1961cca6-a5a1-4539-b43e-4b43e91ed861,90a05c13-5b87-415b-9892-10d2edbc1943,NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE,Opcon-A,Bausch & Lomb Incorporated,NDA020065
20201026,1038cc12-a011-4d6b-89b7-6fca5e2f9105,87d6e9dc-fe3b-4593-ac9a-d7493d1959c7,BACTERIOSTATIC WATER,Bacteriostatic Water,"Hospira, Inc.",NDA018802
20120308,22c86d10-1b7b-448f-8004-1191fea738fa,70df9c08-665f-4b12-9b11-e5521ebca3ea,LEVOTHYROXINE SODIUM,UNITHROID,"Lannett Company, Inc.",NDA021210
20191219,064ef67f-cbc0-420d-8bdf-8dbcc5c728bc,442aed6e-6242-4a96-90aa-d988b62d55e8,IOHEXOL,Omnipaque,GE Healthcare Inc.,NDA020608
20201029,0ad4e0c7-e9bc-4f4a-993a-2ad21beb61cc,823bea2a-a5cc-4f94-b93d-80a55bf8ff34,CARBON DIOXIDE,Carbon Dioxide,"Praxair Distribution, Inc.",NDA205852
20200810,18fe8365-86e3-414e-84dc-c98e097a2f36,18fe8365-86e3-414e-84dc-c98e097a2f36,OXYTOCIN,Oxytocin,Cardinal Health,NDA018248
20200331,19ab2aa5-bce3-4d80-8fbe-151be82bc3d0,aec9984e-34c5-481b-b6bf-9bb5caf1daf8,METHOTREXATE,Xatmep,"Azurity Pharmaceuticals, Inc.",NDA208400
20181214,6eb4b61d-3ad6-45a6-8a3f-92ac48d5deb4,e4c5b56e-4c06-4980-8669-6df35e240bf9,NITROGEN,Nitrogen,"Air Products and Chemicals, Inc.",NDA205866
20201026,6dee4bce-742b-43ca-8ea8-1f6eda10f1b5,7acef963-76a4-4e79-b330-149c22360616,OXYGEN,OXYGEN,"Smith's Drugs fo Forest City, Inc. dba Smith Drugs",NDA205840
20200713,6fe56b32-71ad-4a09-996c-0fb376b006cd,ee1cd689-a622-4d84-b9a2-a9c841096e09,NEBIVOLOL HYDROCHLORIDE,Bystolic,A-S Medication Solutions,NDA021742
20200120,9c9fd4af-4ec1-4691-e053-2995a90a3744,603e7601-7e10-3821-e053-2a91aa0a2287,OXYCODONE HYDROCHLORIDE,Oxycodone Hydrochloride,"RedPharm Drug, Inc.",NDA022272
20200116,9c48a5ef-9f9c-95ee-e053-2995a90a271f,d7ea80ca-b4a0-4476-8b50-b3425c6d456a,WATER,Medi-First Plus First Aid Eye Wash,Unifirst First Aid Corporation,NDA022305
20200701,a0adbd12-c9ab-4f16-b40f-81ed210c36e1,a0adbd12-c9ab-4f16-b40f-81ed210c36e1,POTASSIUM CHLORIDE,Potassium Chloride,"Preferred Pharmaceuticals, Inc.",NDA018279
20180912,9b850a6c-5053-4728-ad4d-e8e4555d7571,e8f94df9-0692-4462-a7f0-fe019a0a3f07,ESTRADIOL VALERATE,Delestrogen,"Par Pharmaceutical, Inc.",NDA009402
20200123,9cd700ac-4a9a-250e-e053-2a95a90a07fd,66713d9c-f404-4ec8-e053-2a91aa0a620a,DEXTROSE MONOHYDRATE,Dextrose,"Medical Purchasing Solutions, LLC",NDA019445
20200124,9ce57b9f-9580-91b1-e053-2995a90a100c,6671c8d0-1f63-0d77-e053-2a91aa0a7585,EPINEPHRINE,epinephrine,"Medical Purchasing Solutions, LLC",NDA020800
20201001,b0a175cd-3e85-1839-e053-2a95a90a19bd,34b4276c-dc7c-42a6-8a7d-c452c247bdcd,AIR,Air,"NexAir, LLC",NDA205859
20201007,b118b467-8663-23b9-e053-2a95a90a26b3,b82f163b-c913-431d-88cf-8b6e08d1b42a,NITROGEN,Nitrogen,Delille Oxygen Company,NDA205866
20201008,b12b3a11-83ef-0942-e053-2a95a90a04a4,60399781-bcf4-4675-afb9-6d8b2670efa0,OXYGEN,Oxygen,General Air Service & Supply Co,NDA205849
20201013,b18ed357-45e9-2acc-e053-2995a90a84a1,6141a28d-8335-8aa8-e053-2a91aa0a197e,HYPERBARIC CHAMBER MIX,Hyperbaric Chamber Mix,Spec Connection International Inc,NDA205889
20200825,adb973ca-94f1-d4bc-e053-2995a90a4577,cd65aa65-94d0-4e88-8af3-20f692432644,ESCITALOPRAM OXALATE,Lexapro,"PD-Rx Pharmaceuticals, Inc.",NDA021323
20191205,b19d300f-2056-4296-bc2f-8e12733dcd88,19d3c342-19fe-4f71-99cd-57dcdab03cf7,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,Prasco Laboratories,NDA020080
20201008,b12a4c04-c20c-754a-e053-2a95a90a66b3,62659b29-3a7b-4e5d-b8e1-ea7b84897c36,OXYGEN,Oxygen,"Industrial Welding & Tool Supply, Ltd.",NDA205865
20201026,b2956cc8-78ce-9ba7-e053-2995a90a86c3,2f752307-56a0-41e1-82e0-da3c9680faec,NITROGEN,Nitrogen,Machine & Welding Supply Company dba Arc3 Gases South,NDA205766
20201016,c14475b7-7f75-4d61-889b-b0f6207d0a0d,370bd908-55af-4dfc-8837-913bf73babbd,MESALAMINE,MESALAMINE,Greenstone LLC,NDA204412
20200731,c6fc8c5b-eea7-4340-bc2d-c48ee497d999,83db29d7-5d85-49d6-8cb6-740473365cf8,ATAZANAVIR AND COBICISTAT,EVOTAZ,"E.R. Squibb & Sons, L.L.C.",NDA206353
20200118,ca584fad-9f6d-43ce-b08c-11fff7b2e335,9889a75d-4197-496c-aae1-15c9058c1d1b,NALTREXONE HYDROCHLORIDE AND BUPROPION HYDROCHLORIDE,Contrave Extended-Release,A-S Medication Solutions,NDA200063
20200624,c746aa22-6797-4fb2-82fe-d65041dfcbc0,080a1789-f2d0-4d31-aa63-08cd703c7779,METHYLPREDNISOLONE,Medrol,A-S Medication Solutions,NDA011153
20200914,ced09ac9-d81c-4812-905e-80abec8141da,aa368d2b-a5d2-49dd-86e1-5693b68b46f4,OXICONAZOLE NITRATE,Oxiconazole Nitrate,E. Fougera & Co. a division of Fougera Pharmaceuticals Inc.,NDA019828
20200408,d87b7464-7453-433c-af22-ccb7f5adc995,c4b68aff-e95f-47ae-b190-6a671bef1877,MICONAZOLE NITRATE,MONISTAT 7 7-DAY DISPOSABLE APPLICATORS,Insight Pharmaceuticals LLC,NDA017450
20190717,dec99757-debe-4bc9-af6e-d8824ec45d40,4a0ad110-e55e-4d3b-84f8-dd0b924fe2f6,DAPTOMYCIN,Daptomycin,Sagent Pharmaceuticals,NDA208385
20201005,e562d315-772d-46a2-ae2e-7287e479d917,667ce3ec-5217-4b10-b712-f3e54fbbf087,ALBUTEROL SULFATE,ProAir Digihaler,"Teva Respiratory, LLC",NDA205636
20180209,13d5f0a8-f822-4190-99b3-32f2a1126caf,6fbf7f3d-7566-44d5-9507-c4460238fc91,FUROSEMIDE,Furosemide,"Aphena Pharma Solutions - Tennessee, LLC",NDA018823
20181219,33a0b2e3-316f-42e5-979e-aad10c550611,a9b01bc6-95ac-46f9-befa-d845a74d53c1,ESTRAMUSTINE PHOSPHATE SODIUM,Emcyt,Pharmacia and Upjohn Company LLC,NDA018045
20190812,1bbcb035-47b4-4a83-abf6-74c33725d3ec,cf25a018-e795-49e4-8533-a581f8366dd9,DOXORUBICIN HYDROCHLORIDE LIPOSOME,Doxorubicin Hydrochloride Liposome,Baxter Healthcare Corporation,NDA050718
20200211,9e535606-e6bb-c856-e053-2995a90a7a5f,9e5365a0-dd47-264a-e053-2a95a90a7fb8,CLINDAMYCIN PHOSPHATE,Cleocin Phosphate,"Medical Purchasing Solutions, LLC",NDA050441
20200221,9f1c1eb6-dc0c-7251-e053-2a95a90a9cda,73a7e4f5-e3a8-0f98-e053-2a91aa0a3432,NITROGLYCERIN,NITROGLYCERIN,"HF Acquisition Co. LLC, DBA Health First",NDA018705
20201001,b09dbc63-77df-0493-e053-2a95a90af411,8b4edcec-00a5-4656-b1c3-679b56a560a7,CARBON DIOXIDE,Carbon Dioxide,Aero All Gas Company,NDA205846
20200521,a62cf623-9b8b-37e0-e053-2995a90add5b,a62cf623-9b8a-37e0-e053-2995a90add5b,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE, AND DEXTROSE MONOHYDRATE",LACTATED RINGERS AND DEXTROSE,"HF Acquisition Co LLC, DBA HealthFirst",NDA017608
20201012,b17ec480-b48d-4376-e053-2a95a90a660c,7a644921-b216-4e45-b4b9-9c49f2988033,NITROGEN,Nitrogen,Precision Oxygen & Supply,NDA205766
20190628,b6f3bb5c-c896-44d9-88be-eef3a89b1724,7276cfbf-294d-464d-b8f4-e33da8a15658,METOLAZONE,metolazone,"Lannett Company, Inc.",NDA017386
20200303,c733f774-ad76-4417-ae75-e154539a3185,a1edc2e6-3661-4d7a-884c-709d73cb89e0,CETIRIZINE HYDROCHLORIDE,Childrens Zyrtec Allergy,"Johnson & Johnson Consumer Inc., McNeil Consumer Healthcare Division",NDA022578
20201111,b3d9b3de-4b79-02d9-e053-2a95a90a9c34,d819e532-09ac-434a-84a6-636c4204c7aa,PROPYLTHIOURACIL,Propylthiouracil,American Health Packaging,NDA006188
20200313,c946c922-7e13-4d18-97fc-36f01d109cf4,46f4a73b-0cd6-4902-9092-3ac79e882c1a,LEDIPASVIR AND SOFOSBUVIR,Ledipasvir and Sofosbuvir,Asegua Therapeutics LLC,NDA205834
20200908,01379c31-1a97-41d0-b5a3-4c0ced421ff1,f0f55a2a-4e0c-4cba-8571-03e1424486d7,FEDRATINIB HYDROCHLORIDE,Inrebic,Celgene Corporation,NDA212327
20200627,00c60dec-b63c-43ac-9f87-88aeff333136,4bbb4356-b4b3-4497-a3a3-8f4b65d326fe,PREDNISOLONE ACETATE,OMNIPRED,"Alcon Laboratories, Inc.",NDA017469
20201013,149b6452-b771-43a7-bfd0-b6dd5f364f92,37709b3d-61c6-4fdc-ac73-5f4daac48e4d,INDOMETHACIN,Tivorbex,Basiem,NDA204768
20200423,48e8b38f-e794-438f-bf24-66d0363e4829,7ea8dafa-d3d8-493e-a0db-e783d92fb13f,RIBAVIRIN,Ribavirin,Cameron Pharmaceuticals,NDA018859
20200311,5bad5530-d11d-48af-848d-0cb0a02c146a,73878376-1d24-423b-9f37-3666e83c95da,INDOMETHACIN,Indocin,Zyla Life Sciences US Inc.,NDA018332
20180131,6781ba59-f21a-4c40-a4bc-7abe0061ec91,9e5df4e1-be0d-4026-a7b0-3679b1effbde,NIFEDIPINE,nifedipine,Greenstone LLC,NDA018482
20200127,9d262b8a-b145-96b0-e053-2995a90a529b,0f131f23-80dd-4a42-893a-b7d86cd0e037,QUETIAPINE FUMARATE,SEROQUEL,"PD-Rx Pharmaceuticals, Inc.",NDA020639
20200607,88e6cc9b-3b32-42fc-9298-be6d8edaa912,7821bd40-4c84-4984-951b-6436ae20421a,ELUXADOLINE,Viberzi,"Allergan, Inc.",NDA206940
20200115,9c326b6f-3cae-40b8-e053-2995a90aed8b,fa181279-dce7-4a3f-aba8-b9c2806fdd34,ZOLPIDEM TARTRATE,Ambien CR,"PD-Rx Pharmaceuticals, Inc.",NDA021774
20200120,9c9fd5c6-018a-3cf8-e053-2a95a90a4045,6a0e5b78-bc00-0766-e053-2a91aa0a094d,DOXYCYCLINE MONOHYDRATE,Doxycycline Monohydrate,"RedPharm Drug, Inc.",NDA050641
20200302,aff2d685-209d-4456-acb1-07fde4c14e99,fd1b433f-1895-4af0-9d1f-3901c6d34c20,VERAPAMIL HYDROCHLORIDE,VERELAN PM,"Lannett Company, Inc.",NDA020943
20201116,b43de097-f362-36c1-e053-2a95a90a89a9,20406b7d-c989-40a5-b066-f3336c27a5fa,"ACETAMINOPHEN, ASPIRIN, AND CAFFEINE","EXCEDRIN MIGRAINE acetaminophen, aspirin (nsaid) and caffeine",Mechanical Servants LLC,NDA020802
20201015,b1bc2086-5f5f-29b5-e053-2995a90ad40f,468ae2b4-b2b6-19d8-e054-00144ff88e88,CHLORHEXIDINE GLUCONATE,Antiseptic Skin Cleanser Exidine-2 CHG,"Xttrium Laboratories, Inc.",NDA019422
20201020,b21b1051-894e-336f-e053-2995a90a7b38,12440277-7160-4e8e-99e2-39e4b4a2c866,HELIUM,Helium,"Matheson Tri-Gas, Inc.",NDA205843
20201021,b86f2957-1403-4141-ba7f-46cca55d1fdf,4e1ea9c9-031f-4b78-ac21-27bdc7683139,LOPERAMIDE HYDROCHLORIDE,Loperamide HCl,"Chain Drug Consortium, LLC",NDA021855
20201105,c44712eb-0e9d-4f40-b932-e27d2a100c29,a8857fe2-0bd1-4111-9eba-1eac25516e2e,FLUOROURACIL,Fluorouracil,Spear Dermatology Products Inc,NDA020985
20200605,aec1101c-f75e-4294-8d5d-642787d12611,107a336c-9195-461b-f897-a920874284b3,WATER,Sterile Water,"Hospira, Inc.",NDA018233
20201005,d6d84379-3c2f-4d49-a302-a91e113fcad2,2919e43b-69a8-434c-a2d2-1f3ecd7554c0,LEVETIRACETAM,Keppra XR,"UCB, Inc.",NDA022285
20180919,d0e93fb8-a9db-43d0-a828-1ef310597329,c126e473-e9ae-4749-a5e9-07191ec8c1fb,CHLORHEXIDINE GLUCONATE,Scrub-Stat,Ecolab Inc.,NDA019258
20190531,e9cfe3c1-07df-408e-885d-fee561f08318,b5ff59aa-9c0d-49a8-9053-1f179b482383,GILTERITINIB,Xospata,"Astellas Pharma US, Inc.",NDA211349
20200715,aa826912-e1fc-7c9e-e053-2995a90a11b6,ecef8c7b-7032-4a3a-b18c-34cc07c2f733,AMOXICILLIN AND CLAVULANATE POTASSIUM,Amoxicillin and Clavulanate Potassium,"PD-Rx Pharmaceuticals, Inc.",NDA050720
20201006,b10694b4-abc4-bec7-e053-2a95a90a1e84,9aefc914-6bed-6f56-e053-2995a90a846a,OXYGEN,Oxygen,"Clinical 1 Home Medical, Inc.",NDA205840
20200916,af6fe8cd-fb78-3153-e053-2995a90a6e34,99711cce-7e88-4adf-b0f8-245e8b8a62d6,POTASSIUM CHLORIDE,Potassium Chloride,REMEDYREPACK INC.,NDA019123
20200826,affc6aba-bd19-41d1-a47c-c3ae157f8bbc,9ce8f926-c202-40d1-9dba-0477f1f49e14,KETOTIFEN FUMARATE,Eye Itch Relief,Walgreen Company,NDA021996
20201027,b2ad3a8f-4c4e-f932-e053-2995a90a7d8d,aefa04b2-fce7-4ec1-bcb6-6cb76c32619b,OXYGEN,OXYGEN,Keen Compressed Gas Co. Inc.,NDA205767
20201112,cb677193-19fa-48ad-98dc-9fb76dfcfec9,a1998c1d-8337-4f00-8dcb-af3b54d39b77,HYDROXYPROGESTERONE CAPROATE,Makena,"AMAG Pharmaceuticals, Inc.",NDA021945
20200318,d472cd7f-63b3-4554-a67b-08d39d9ae7d9,90744801-0358-4193-8c3e-46abb2f5d7e8,ETOMIDATE,Amidate,"General Injectables & Vaccines, Inc",NDA018227
20201123,d773e492-9d74-47f0-8853-09f27f93a672,ff09a726-9f9b-4e30-b509-396781293220,ORITAVANCIN,Orbactiv,"Melinta Therapeutics, LLC",NDA206334
20191001,d5074f2c-4052-43ce-86a7-d88276d0ff2c,bcfe4b84-500e-4b93-ba20-aa7c4297b0ae,CARVEDILOL PHOSPHATE,Carvedilol Phosphate,Apotex Corp.,NDA022012
20191219,f3bd9776-8df8-4b77-baaa-105ea6e55b67,304b63f4-a32e-4700-805d-5bc9f27e7d6a,TECHNETIUM TC 99M PYROPHOSPHATE,Technescan PYP,Curium US LLC,NDA017538
20190530,ffdf5578-b8fa-4213-811d-a6701deca3ac,5b9d9ef6-d882-46a9-b63d-fb9c71a63018,FUROSEMIDE,Furosemide,"Aphena Pharma Solutions - Tennessee, LLC",NDA018487
20201204,fffbe142-9c62-4a45-af74-cfada0daf2a4,90f7a095-f6db-456b-951f-9aee54c5dbc0,CHLOROPROCAINE HYDROCHLORIDE,Clorotekal,B. Braun Medical Inc.,NDA208791
20201009,96bac46a-270a-4009-b243-36ebf58419bc,71b02324-9430-4269-825f-8fcac5eeaefb,MESALAMINE,Delzicol,"Allergan, Inc.",NDA204412
20200210,98f74982-be67-4b64-e053-2a95a90a10ed,660ac9df-f1b1-4c89-94dd-9fae0a013f3c,LORATADINE,Claritin,Bayer HealthCare LLC.,NDA019658
20200609,9b16b37b-d006-4960-8103-e6b0e4b3c3b8,e3105799-a4b6-f3f4-e6e2-b2b29bbdb538,PROPOFOL,Diprivan,"Fresenius Kabi USA, LLC",NDA019627
20191104,968938b6-b1c9-6e21-e053-2995a90a5610,60637aeb-deb6-4747-e053-2a91aa0ad00b,NAPROXEN SODIUM,Aleve,Navajo Manufacturing Company Inc,NDA020204
20191216,99d6ef7d-1e6c-6899-e053-2a95a90a7451,89ca6d56-527a-4be2-baea-531156f0a7be,"POLYETHYLENE GLYCOL 3350, SODIUM CHLORIDE, SODIUM BICARBONATE, POTASSIUM CHLORIDE","PEG-3350, sodium chloride, sodium bicarbonate and potassium chloride","Affordable Pharmaceuticals, LLC",NDA019797
20180402,a1090929-b5a1-45c2-9ad6-05714c7ee11c,7c72520e-de3c-493d-8aea-11933376d968,SODIUM CHLORIDE,Sodium Chloride,Baxter Healthcare Corporation,NDA019319
20200730,9de29269-4da2-4e24-9678-fd99c1010ed9,e88f360e-33ad-4cd6-b2de-5ef885857c5d,FENFLURAMINE,FINTEPLA,"Zogenix, Inc.",NDA212102
20200528,a6bb094c-93e4-58fa-e053-2a95a90a148b,a6854053-029c-419f-8c79-8b59a2600fa1,CELECOXIB,CELEBREX,"PD-Rx Pharmaceuticals, Inc.",NDA020998
20180301,ae7b9205-4e33-4194-9300-2f1c24bdf3ec,9f44ff35-e052-49cd-a1c2-0bfd87d49309,LEVONORGESTREL,Skyla,Bayer HealthCare Pharmaceuticals Inc.,NDA203159
20191015,b3c95eed-7579-40b4-bf99-1530b71a975a,86aad85d-5460-4c38-9761-a225e6bce190,"EFAVIRENZ, LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE",SYMFI LO,Mylan Specialty L.P.,NDA208255
20191024,cda50f90-f900-4ce5-9701-c522f8b56742,ad155d62-9b49-4a50-a2ae-d3aad8155936,FOSFOMYCIN TROMETHAMINE,Monurol,"Allergan, Inc.",NDA050717
20191216,db1b29b8-fb5c-42ff-a093-cc5001e6ad6f,6771ad8e-ac92-4aec-b484-5d8350a353f8,TAMSULOSIN HYDROCHLORIDE,FLOMAX,sanofi-aventis U.S. LLC,NDA020579
20200406,8499beda-1bc0-40e6-8c02-cc01e1418591,31bfcbb4-c58c-4edc-ac68-356a448b7507,LOPERAMIDE HYDROCHLORIDE,Imodium A-D,"Johnson & Johnson Consumer Inc., McNeil Consumer Healthcare Division",NDA021855
20200617,905b7a99-4ba6-4e95-b4e4-a843ddbb20b0,7fdedaec-9e53-4a37-a4e4-a301c8a251b8,PERAMIVIR,Rapivab,Seqirus USA Inc.,NDA206426
20200331,875742de-1b2c-4733-accf-f67dbc5cda8a,eeaf70fd-46bd-4fec-ba9d-2366fdf07888,TECHNETIUM TC 99M SULFUR COLLOID,Kit for the Prepartion of Technetium Tc99m Sulfur Colloid,"Sun Pharmaceutical Industries, Inc.",NDA017858
20200103,9b43a3bc-b17b-792b-e053-2a95a90a7445,29aba18c-2146-429f-a47b-4b8605d48cd7,TRIAMCINOLONE ACETONIDE EXTENDED-RELEASE INJECTABLE SUSPENSION,Zilretta,"Flexion Therapeutics, Inc.",NDA208845
20200124,9ce59e9a-12b2-4ebf-e053-2995a90aa786,6a26a977-95dd-cdae-e053-2a91aa0a8b0a,METHYLPREDNISOLONE SODIUM SUCCINATE,SOLU-MEDROL,"Medical Purchasing Solutions, LLC",NDA011856
20190114,9dacca5f-14dc-4c12-8d82-b9e37a821f1d,5f7be402-f25a-428e-b81f-6a4a00de894c,SORBITOL,Sorbitol,B. Braun Medical Inc.,NDA016741
20200701,65c8b305-8ffb-4aa5-aca1-f4e4ead71a9c,65c8b305-8ffb-4aa5-aca1-f4e4ead71a9c,LEVOTHYROXINE SODIUM,levothyroxine sodium,"Preferred Pharmaceuticals, Inc.",NDA021116
20200721,7fad327b-2826-4e76-bc71-87a55f5896d0,b1ba04f9-38dd-4ea0-bfa6-9673965a5fba,OLMESARTAN MEDOXOMIL,Olmesartan Medoxomil,"Sun Pharmaceutical Industries, Inc.",NDA021286
20200430,853d706f-8419-42c0-8248-d8c6f022c696,315e24c2-2f8c-47d9-b1b1-ce006646098a,ZIPRASIDONE HYDROCHLORIDE,Ziprasidone,Greenstone LLC,NDA020825
20191002,7e0db0cc-7fda-45f6-959c-a9c2f6d2066b,eaea42f3-c119-4f41-8be2-33e3ebceccf6,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,Guaifenesin and Dextromethorphan Hydrobromide,OHM LABORATORIES INC,NDA021620
20201019,99a1377e-cdf8-48dd-923e-d638caa4dbee,b00a4124-8af8-4241-966b-7323b0f68f46,ZOLPIDEM TARTRATE,Zolpidem Tartrate,Preferred Pharmaceuticals Inc.,NDA021774
20200922,8218989c-639a-11ea-bb8e-0434fc2ca371,472bd78e-be17-4b9d-90f4-9482c3aec9ff,TRABECTEDIN,YONDELIS,"Janssen Products, LP",NDA207953
20201228,b78b9274-ef8f-8bb9-e053-2a95a90a9d69,8b37a721-79bb-4051-95a7-fcb4edebfcb7,CHLORHEXIDINE GLUCONATE,Hibiclens,Molnlycke Health Care,NDA017768
20120613,15abca44-de66-4247-a89c-4cc23919da2b,e1953d54-818d-46a6-8532-518ebae6d84e,"SODIUM CHLORIDE, CALCIUM CHLORIDE, POTASSIUM CHLORIDE,",Ringers,Baxter Healthcare Corporation,NDA018495
20201230,b7b6ae8c-7464-dde8-e053-2995a90a670b,379e7c93-14a7-42d0-920f-a6b5eca34b99,ALCOHOL,Dehydrated Alcohol,"Belcher Pharmaceuticals, LLC",NDA207987
20190423,ffb6a404-4d46-45b2-8822-5b41e034421c,f03a68d5-ed00-8a2d-af68-28be909ea85f,METHAMPHETAMINE HYDROCHLORIDE,Desoxyn,"RECORDATI RARE DISEASES, INC.",NDA005378
20201224,67956c0f-7922-47c9-9e46-785866e8b1b0,d9c2803f-dc9c-4b19-b4a3-8303bc8c15fd,"CEFTAZIDIME, AVIBACTAM",AVYCAZ,"Allergan, Inc.",NDA206494
20201228,b78beafb-e087-e415-e053-2995a90a9f4b,388aad52-fc01-4784-9791-1dbc80c69306,ASCORBIC ACID,Ascor,"McGuff Pharmaceuticals, Inc.",NDA209112
20201229,b44200ba-6672-4ea7-b151-7caec3f53c9c,b44200ba-6672-4ea7-b151-7caec3f53c9c,ISOTRETINOIN,Isotretinoin,"Sun Pharmaceutical Industries, Inc.",NDA021951
20201231,6c0ff9d9-28ff-4e1a-89d8-9372e236aaed,ff680ac1-bf4a-4d97-ae1b-0bcb803dc631,OXYGEN,OXYGEN,"Adirondack Compressed Gases, Inc",NDA205865
20201221,9f3e1f52-d32e-4505-b872-043bbfe170f4,ce9a7469-c4ba-4f60-8f7a-47ef0974316e,SODIUM ACETATE,Sodium Acetate,"Hospira, Inc.",NDA018893
20200208,e4a36c3b-837e-48da-abb4-498cdf3c7079,549d38db-d4ed-4708-8f76-7cdaa157063f,IOVERSOL,Optiray 320,Liebel-Flarsheim Company LLC,NDA019710
20210101,f0eab353-225e-4306-b257-a6532cdfd52e,1292abfc-496f-4df7-9a08-72072953e1f1,IOTHALAMATE MEGLUMINE,Conray,Liebel-Flarsheim Company LLC,NDA013295
20200826,671adc93-e1c0-4a32-9bb8-a8ec5c90da80,99cf2de6-e0a3-42f2-9929-d33e107af948,DOXYCYCLINE HYCLATE,Doryx,Mayne Pharma Inc.,NDA050795
20191015,4a419a71-f4ef-4d50-9782-8d3135df1506,88a5aa80-0775-4efb-8bf2-78a86fbd669f,DOXEPIN HYDROCHLORIDE,Doxepin Hydrochloride,Mylan Pharmaceuticals Inc.,NDA022036
20201016,596353bd-cf82-4ab2-97f0-b3aa4711eab2,56caa44c-cc65-4500-ae05-ed508e52075d,DICLOFENAC EPOLAMINE,Flector,Bryant Ranch Prepack,NDA021234
20210106,be26dd04-d8a3-42c3-ab44-210dff9a0e3b,12e147dc-4f5b-4117-8a8e-a8c429ad0217,LEVETIRACETAM,Elepsia XR,Sun Pharma Advanced Research Company Limited,NDA204417
20210114,a7ab9855-91f2-46f1-8738-189ae033b5ca,d265d143-343f-41ec-9cb4-18d83edb772b,BETAMETHASONE VALERATE,Betamethasone Valerate,A-S Medication Solutions,NDA018642
20200819,eff96742-3b7a-4e3a-ad96-97a61fae807f,5e3d8fcb-aa7d-4822-88fc-4f06264c3242,CLOBAZAM,SYMPAZAN,Aquestive Therapeutics,NDA210833
20190301,c4822be9-7fe9-4a52-8c9e-b3a8ea73e6a6,efbb228b-7b38-4176-8bae-826103178c35,DESFLURANE,Suprane,Baxter Healthcare Corporation,NDA020118
20210114,b8e0a3e7-a734-e18f-e053-2995a90a406c,586c2dfc-6852-44a0-b886-6300c1abb276,DIVALPROEX SODIUM,Depakote,REMEDYREPACK INC.,NDA018723
20210115,c09cf669-0dbe-4682-ac2b-73f8568d5bd0,d6007b01-b8ab-40fe-9747-9d361fc57cc5,TEGASEROD,Zelnorm,"US WorldMeds, LLC",NDA021200
20210112,094d15fb-6d3e-4ab9-9476-89ae9970fb9e,6f5ede6f-b0b7-4fc8-969e-652f60ead047,IBUPROFEN LYSINE,NeoProfen,"RECORDATI RARE DISEASES, INC.",NDA021903
